bin.function,cov-day3-b1,cov-day3-b2,cov-day3-b5,cov-day6-b7,cov-day6-b8,cov-day6-b9,cov-day9-b11,cov-day9-b12,cov-day9-b14,cov-day12-b16,cov-day12-b17,cov-day12-b19,cov-day19-b28,cov-day19-b32,cov-day19-b33,unnorm-day3-b1,unnorm-day3-b2,unnorm-day3-b5,unnorm-day6-b7,unnorm-day6-b8,unnorm-day6-b9,unnorm-day9-b11,unnorm-day9-b12,unnorm-day9-b14,unnorm-day12-b16,unnorm-day12-b17,unnorm-day12-b19,unnorm-day19-b28,unnorm-day19-b32,unnorm-day19-b33,unnorm-LG1,unnorm-LG2,unnorm-LG3,functional-category,protein.annotation,Accession,Taxa
287-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6965,0.6549,0.64970088,1.6952,0.783,0.876776457,1.1718,0.8365,0.789163172,1.1044,1.119,0.881565869,1.2679,1.1809,1.308018088,1.1645,0.816,0.948577821,photosystem,kegg:photosystem_II_44_kDa_subunit_reaction_center_protein_uniprot:A0A2G4EZL4_9CYAN_Photosystem_II_CP43_reaction_center_protein_(TrEMBL)_pfam:PSII,Prok_bin48_NODE_145_length_84159_cov_274.862_58,Prok_bin48
288-Prok_bin48-ATP-synthase,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6437,0.7158,0.676811874,1.7348,0.813,0.963498473,0.9253,0.7829,0.708745837,1.0493,0.9885,0.57900089,1.2776,1.1401,1.479618907,1.84,1.1516,1.660180211,ATP-synthase,kegg:ATP_synthase_F1_subcomplex_epsilon_subunit_uniprot:K9VDU4_9CYAN_ATP_synthase_epsilon_chain_(TrEMBL)_pfam:ACCA,Prok_bin48_NODE_149_length_83377_cov_249.816_10,Prok_bin48
289-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8248,0.8523,0.902266979,2.0991,0.8765,1.425523877,0.9115,0.5316,0.59751749,1.4558,0.6131,0.673645139,1.3707,0.9749,1.480744362,2.6797,3.7674,1.883564949,-,kegg:protein_of_unknown_function_CP12_uniprot:K9VF15_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:CP12,Prok_bin48_NODE_149_length_83377_cov_249.816_24,Prok_bin48
290-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7773,1.0176,0.813011587,1.5442,0.9541,0.942032397,1.1685,0.7774,0.640684545,1.1538,0.9681,0.625383317,1.0412,1.0853,0.957916796,1.1664,0.7521,1.079861999,-,kegg:cyanobacterial_porin_uniprot:F5UPT8_9CYAN_Carbohydrate-selective_porin_OprB_(TrEMBL)_pfam:DUF3104,Prok_bin48_NODE_149_length_83377_cov_249.816_27,Prok_bin48
291-Prok_bin48-ATP-synthase,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.84,0.8132,1.02872622,2.0804,0.8677,1.245139837,0.8536,0.6391,0.744318008,1.2951,0.8568,0.544142127,1.4525,0.8484,1.560161591,2.1837,1.2837,1.918263435,ATP-synthase,kegg:ATP_synthase_F1_subcomplex_beta_subunit_uniprot:F5UPS9_9CYAN_ATP_synthase_subunit_beta_(TrEMBL)_pfam:AAA,Prok_bin48_NODE_149_length_83377_cov_249.816_9,Prok_bin48
292-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.018,1.3267,0.800869226,1.5395,0.8844,1.062096238,0.9748,0.7555,0.69350481,1.2845,0.9871,0.873262048,1.1038,0.9898,1.08097434,1.4529,0.9803,1.385477543,ribosomal-protein,kegg:SSU_ribosomal_protein_S16P_uniprot:K9VF43_9CYAN_30S_ribosomal_protein_S16_(TrEMBL)_pfam:Ribosomal_S16,Prok_bin48_NODE_1496_length_20779_cov_266.749_10,Prok_bin48
293-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9475,1.227,1.040519357,2.0528,0.8966,1.158191204,1.077,0.6054,0.681787789,1.8186,0.7615,0.624460578,1.4298,0.6323,1.115394592,2.3352,1.5824,1.99724257,-,kegg:phosphate:acyl-(acyl_carrier_protein)_acyltransferase_uniprot:F5UIP4_9CYAN_Phosphate_acyltransferase_(TrEMBL)_pfam:DUF5516,Prok_bin48_NODE_1496_length_20779_cov_266.749_12,Prok_bin48
294-Prok_bin48-P-transport,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7806,1.212,1.171426535,1.5055,0.9289,1.128482223,1.2623,0.6939,0.747819304,1.3802,1.0187,0.568549454,1.1596,1.0056,0.873430014,1.4352,1.1102,1.249878883,P-transport,kegg:phosphate_ABC_transporter_substrate-binding_protein_PhoT_family_uniprot:F5UIP8_9CYAN_Phosphate-binding_protein_PstS-like_protein_(TrEMBL)_pfam:LysR_substrate,Prok_bin48_NODE_1496_length_20779_cov_266.749_16,Prok_bin48
295-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7825,0.8061,0.941398323,1.976,0.9235,1.326605439,0.9591,0.7558,0.718111336,1.3389,0.8538,0.513302624,1.3825,0.9552,1.393273711,2.3089,1.7822,2.177978277,-,kegg:Acyl_carrier_protein_uniprot:F5UIN4_9CYAN_Acyl_carrier_protein_(TrEMBL)_pfam:PP-binding,Prok_bin48_NODE_1496_length_20779_cov_266.749_2,Prok_bin48
296-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8573,1.1554,1.15350759,1.7981,1.0859,1.216519952,0.9415,0.717,0.834020257,1.3568,1.36,0.728437364,1.2292,0.9925,0.849216402,1.6169,1.3791,1.559822917,-,kegg:3-oxoacyl-(acyl-carrier-protein)_synthase_2_uniprot:K9VF00_9CYAN_3-oxoacyl-[acyl-carrier-protein]_synthase_2_(TrEMBL)_pfam:ketoacyl-synt,Prok_bin48_NODE_1496_length_20779_cov_266.749_3,Prok_bin48
297-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6681,0.7157,0.758865118,1.5626,0.9669,0.952021718,0.9942,0.7742,0.912591398,1.025,1.281,0.691527009,1.0992,1.075,1.320034981,0.9886,0.6241,0.821808338,photosystem,kegg:photosystem_II_protein_Psb27_uniprot:K9VG74_9CYAN_Photosystem_II_lipoprotein_Psb27_(TrEMBL)_pfam:LemA,Prok_bin48_NODE_15_length_244022_cov_258.957_11,Prok_bin48
298-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8168,1.333,0.956781328,1.3012,1.0442,1.035712719,0.8574,0.8958,0.784162283,1.4361,1.0576,0.715106666,1.2548,0.9151,1.050267339,1.6203,1.1075,1.352740645,-,kegg:CDP-paratose_2-epimerase_uniprot:K9VM34_9CYAN_CDP-paratose_2-epimerase_(TrEMBL)_pfam:3Beta_HSD,Prok_bin48_NODE_15_length_244022_cov_258.957_127,Prok_bin48
299-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.1502,1.1473,0.959564149,2.5287,0.9137,1.234364152,1.4419,0.4937,0.98277384,2.2848,1.0551,1.453958511,1.2076,0.6261,0.901429713,2.8873,1.2687,1.73710382,-,kegg:ATPase_P-type_(transporting)_HAD_superfamily_subfamily_IC_uniprot:F5UAR7_9CYAN_ATPase_P-type_(Transporting)_HAD_superfamily_subfamily_IC_(TrEMBL)_pfam:Cation_ATPase,Prok_bin48_NODE_15_length_244022_cov_258.957_13,Prok_bin48
300-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6411,0.6614,1.000697017,2.5274,0.5889,1.148014069,0.6843,0.4953,0.450815946,1.3421,0.5951,0.31465143,1.3113,1.1317,1.552728891,1.714,1.406,1.330860972,photosystem,kegg:phycocyanin_beta_subunit_uniprot:K9VE97_9CYAN_Phycocyanin_beta_subunit_(TrEMBL)_pfam:Phycobilisome,Prok_bin48_NODE_15_length_244022_cov_258.957_15,Prok_bin48
301-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.2795,1.0132,0.666929901,2.073,0.8187,0.890875995,1.1114,0.6936,0.573986173,2.561,0.9271,0.905835748,1.5571,1.0527,0.927152753,2.8635,0.7939,0.996886611,-,kegg:diaminopimelate_epimerase_uniprot:K9VGN9_9CYAN_Diaminopimelate_epimerase_(TrEMBL)_pfam:DAP_epimerase,Prok_bin48_NODE_15_length_244022_cov_258.957_154,Prok_bin48
302-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7375,0.6553,0.960542202,2.1384,0.6648,1.000896811,0.6853,0.4869,0.501147449,1.2775,0.5774,0.400940448,1.2566,0.8572,1.320200086,1.7212,1.3433,1.334554315,photosystem,kegg:phycocyanin_alpha_subunit_uniprot:F5UAR4_9CYAN_Phycocyanin_alpha_subunit_(TrEMBL)_pfam:Phycobilisome,Prok_bin48_NODE_15_length_244022_cov_258.957_16,Prok_bin48
303-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8697,1.138,1.146146774,1.7534,0.988,1.395826817,0.9142,0.9792,0.716924012,1.4532,0.9246,0.890648842,1.3511,0.8244,1.484801412,1.9049,1.7773,2.066864014,-,kegg:Late_competence_development_protein_ComFB_uniprot:A0A2G4EVT0_9CYAN_Competence_protein_ComFB_(TrEMBL)_pfam:ComFB,Prok_bin48_NODE_15_length_244022_cov_258.957_162,Prok_bin48
304-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7827,0.8451,1.019154429,1.7299,0.9654,1.200689197,0.8964,0.7035,0.871266484,1.195,1.5211,0.765403867,1.2164,0.9069,1.155716181,1.3819,1.3998,1.523857236,-,kegg:Protein_thf1_uniprot:F5UB51_9CYAN_Protein_Thf1_(TrEMBL)_pfam:ThylakoidFormat,Prok_bin48_NODE_15_length_244022_cov_258.957_163,Prok_bin48
305-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0758,1.6077,0.834616542,2.8936,1.7845,1.070519567,1.146,0.9629,0.930424392,1.5985,1.3818,0.629795909,1.7646,1.4935,0.967154622,2.0293,1.1412,1.496172667,-,kegg:coproporphyrinogen_oxidase_uniprot:K9VHE0_9CYAN_Oxygen-dependent_coproporphyrinogen-III_oxidase_(TrEMBL)_pfam:BAF,Prok_bin48_NODE_15_length_244022_cov_258.957_166,Prok_bin48
306-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9098,0.7743,0.880145788,1.6731,1.1009,1.152015805,0.9847,0.4628,0.685629308,1.4473,1.0569,0.873010039,1.3278,0.7925,1.169855714,2.5541,0.967,1.697573423,-,kegg:hypothetical_protein_uniprot:K9VEW6_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF3553,Prok_bin48_NODE_15_length_244022_cov_258.957_168,Prok_bin48
307-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5876,0.7296,0.990167439,2.0095,0.7273,0.812993288,0.7843,0.5185,0.597094059,1.0873,1.0319,0.75915271,1.0528,0.9506,1.130085707,1.3792,1.0567,1.009055257,photosystem,kegg:Phycobilisome_linker_polypeptide_uniprot:K9VGW3_9CYAN_Phycobilisome_linker_polypeptide_(TrEMBL)_pfam:CpcD,Prok_bin48_NODE_15_length_244022_cov_258.957_17,Prok_bin48
308-Prok_bin48-ribosomal-protein,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.541,0.2622,0.645165265,1.6787,0.3566,0.995428026,0.9769,0.6352,0.61603868,0.9523,0.2339,0.533913016,1.0829,0.316,1.190771103,1.095,0.1744,0.814450383,ribosomal-protein,kegg:SSU_ribosomal_protein_S18P_uniprot:A0A2G4F0R9_9CYAN_30S_ribosomal_protein_S18_(TrEMBL)_pfam:Ribosomal_S18,Prok_bin48_NODE_15_length_244022_cov_258.957_188,Prok_bin48
309-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7225,1.0538,1.046529412,1.5434,0.8989,1.008016229,0.977,0.5168,0.691064656,1.6839,0.8854,0.810370207,1.1855,0.7995,0.95063895,2.0476,1.5047,2.38414979,-,kegg:short-chain_dehydrogenase_uniprot:A0A0C2KZG3_9CYAN_Short-chain_dehydrogenase_(TrEMBL)_pfam:3Beta_HSD,Prok_bin48_NODE_15_length_244022_cov_258.957_28,Prok_bin48
310-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5524,0.3925,0.586973846,1.4439,0.6917,0.873799682,1.0095,0.7229,0.748145521,0.9316,1.1146,0.698841333,1.2275,0.936,1.327801108,1.3486,0.968,1.044571996,photosystem,kegg:photosystem_II_protein_PsbQ_uniprot:F5UAP9_9CYAN_Photosystem_II_protein_PsbQ_(TrEMBL)_pfam:DUF4972,Prok_bin48_NODE_15_length_244022_cov_258.957_36,Prok_bin48
311-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7621,1.3014,1.687758207,1.6426,1.4067,1.307394147,0.9545,0.9519,0.799880743,1.5329,1.8747,0.853315115,1.2764,2.4047,1.190995216,1.8014,1.591,1.730959773,-,kegg:Haloalkane_dehalogenase_uniprot:K9VE80_9CYAN_Haloalkane_dehalogenase_(TrEMBL)_pfam:Abhydrolase_1,Prok_bin48_NODE_15_length_244022_cov_258.957_38,Prok_bin48
312-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5501,0.4985,0.70111692,1.4995,0.7961,0.874750137,1.0732,0.5481,0.774846852,0.7517,1.1816,0.732937872,1.0875,1.0656,1.364391208,0.3946,0.4209,0.860296607,-,kegg:Apocytochrome_f_uniprot:K9VG47_9CYAN_Cytochrome_f_(TrEMBL)_pfam:Apocytochr_F_C,Prok_bin48_NODE_15_length_244022_cov_258.957_39,Prok_bin48
313-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7477,0.8016,0.789734781,1.7158,0.9551,0.917569399,1.0805,0.7626,0.810097337,1.1692,1.1598,0.804940939,1.2395,1.0601,1.249665141,0.8749,0.8586,0.916535258,-,kegg:Cytochrome_b6-f_complex_iron-sulfur_subunit_uniprot:K9VET1_9CYAN_Cytochrome_b6-f_complex_iron-sulfur_subunit_(TrEMBL)_pfam:CytB6-F_Fe-S,Prok_bin48_NODE_15_length_244022_cov_258.957_40,Prok_bin48
314-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8017,0.8643,0.847853005,1.8978,0.8082,0.937816262,0.8995,0.6897,0.518385351,1.5105,1.0511,0.75814724,1.1614,0.738,1.289815784,2.2139,1.4125,1.527167678,-,kegg:microcompartments_protein_uniprot:A0A2G4EVQ8_9CYAN_Carbon_dioxide-concentrating_mechanism_protein_CcmK_(TrEMBL)_pfam:BMC,Prok_bin48_NODE_15_length_244022_cov_258.957_42,Prok_bin48
315-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9626,1.0712,0.998220086,1.8805,0.8798,0.988639116,1.1693,0.633,0.741585016,1.6698,0.7493,0.705705762,1.3024,0.7269,1.076092362,2.3497,1.2835,2.195091009,-,kegg:cell_wall_hydrolase/autolysin_uniprot:A0A2G4EWG9_9CYAN_Cell_wall_hydrolase_(TrEMBL)_pfam:Amidase_3,Prok_bin48_NODE_15_length_244022_cov_258.957_48,Prok_bin48
316-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.4875,0.6149,0.678089499,1.8052,0.697,0.868988514,1.0595,0.7409,0.725464761,0.915,1.1977,0.657772541,1.1222,1.0491,1.139817834,0.9009,0.7183,0.745219767,photosystem,kegg:Photosystem_I_P700_chlorophyll_a_apoprotein_A1_uniprot:K9VEN8_9CYAN_Photosystem_I_P700_chlorophyll_a_apoprotein_A1_(TrEMBL)_pfam:CcmH,Prok_bin48_NODE_15_length_244022_cov_258.957_78,Prok_bin48
317-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5635,0.6594,0.698367834,1.551,0.7907,0.829320729,1.1035,0.8747,0.71804744,0.9076,1.0859,0.763001204,1.0634,1.0163,1.033405542,0.6576,0.4759,0.851908743,photosystem,kegg:Photosystem_I_P700_chlorophyll_a_apoprotein_A2_uniprot:A0A2G4EWS7_9CYAN_Photosystem_I_P700_chlorophyll_a_apoprotein_A2_(TrEMBL)_pfam:PsaA_PsaB,Prok_bin48_NODE_15_length_244022_cov_258.957_79,Prok_bin48
318-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7624,0.9049,0.847960711,1.8844,0.8876,1.129192948,0.9444,0.6592,0.674173355,1.4679,1.0799,0.762004852,1.371,0.9263,1.2481426,1.7337,1.309,1.723991036,-,kegg:Phosphoglucosamine_mutase_uniprot:K9VMX0_9CYAN_Phosphoglucosamine_mutase_(TrEMBL)_pfam:PGM_PMM_I,Prok_bin48_NODE_15_length_244022_cov_258.957_91,Prok_bin48
319-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.6493,1.2558,1.131238937,1.7798,0.7539,1.40264523,1.2293,0.56,0.90131259,1.8897,0.8003,0.864255488,1.3904,0.7095,1.013997197,3.2826,0.8663,2.199116707,-,kegg:pentapeptide_repeat_protein_uniprot:F5UBG7_9CYAN_Pentapeptide_repeat_protein_(TrEMBL)_pfam:Pentapeptide,Prok_bin48_NODE_151_length_83126_cov_253.321_27,Prok_bin48
320-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9667,1.6012,1.084081769,1.756,1.087,1.093705058,0.9871,0.8015,0.638153791,1.5746,1.2077,1.040546536,1.1648,0.9584,1.001297593,1.7195,1.0984,1.315778375,-,kegg:UspA_domain-containing_protein_uniprot:K9VMS0_9CYAN_UspA_domain-containing_protein_(TrEMBL)_pfam:Usp,Prok_bin48_NODE_151_length_83126_cov_253.321_45,Prok_bin48
321-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.4604,0.3135,0.457515448,1.1371,0.5569,0.670677423,1.3383,0.3926,0.579977155,1.2746,0.8975,0.261566639,1.221,1.9566,2.265376091,0.5544,0.9081,0.766440868,-,kegg:PEP_motif_putative_anchor_domain_protein_uniprot:A0A2G4F380_9CYAN_PEP-CTERM_sorting_domain-containing_protein_(TrEMBL)_pfam:DUF4114,Prok_bin48_NODE_151_length_83126_cov_253.321_57,Prok_bin48
322-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6645,0.49,0.938306928,1.2103,0.6739,1.220543981,0.8016,0.71,0.432624489,0.7006,0.8124,0.408938318,1.6457,0.8981,2.411154747,0.5415,0.3388,0.481509328,-,kegg:-_uniprot:-_pfam:-,Prok_bin48_NODE_151_length_83126_cov_253.321_66,Prok_bin48
323-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7977,1.0023,0.874109507,1.3107,0.8595,1.160338521,0.9845,0.617,0.779394746,1.0655,0.8664,0.49489671,1.4436,1.1245,1.839957118,0.8853,0.4832,0.777140141,-,kegg:-_uniprot:-_pfam:Beta_helix,Prok_bin48_NODE_151_length_83126_cov_253.321_67,Prok_bin48
324-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9606,0.928,0,2.5922,0.9698,0,1.2987,0.6398,0,0.892,0.8135,0,1.4278,1.1317,0,2.2661,0.9632,0,-,kegg:glycosyl_transferase_group_1_uniprot:K9VKX1_9CYAN_Glycosyl_transferase_group_1_(TrEMBL)_pfam:FKBP_C,Prok_bin48_NODE_1544_length_20288_cov_262.833_2,Prok_bin48
325-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9815,1.1632,0.98517704,1.6168,1.0577,1.04922545,0.9453,1.0217,0.696526051,1.849,1.0775,0.509456456,1.1873,0.9784,0.901939571,1.5158,1.1191,0.972950161,-,kegg:3-dehydroquinate_synthase_uniprot:F5UIR1_9CYAN_3-dehydroquinate_synthase_(TrEMBL)_pfam:DHQ_synthase,Prok_bin48_NODE_1649_length_19351_cov_292.696_16,Prok_bin48
326-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.795,1.1066,1.008252859,1.3356,1.0301,1.251827598,1.0865,0.7397,0.908421814,1.4326,1.1984,0.826026618,1.1019,0.9934,1.182731152,0.9198,0.8629,1.435686827,-,kegg:band_7_protein_uniprot:K9VEZ3_9CYAN_Band_7_protein_(TrEMBL)_pfam:Band_7,Prok_bin48_NODE_1649_length_19351_cov_292.696_18,Prok_bin48
327-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0354,1.2196,1.175409913,1.6061,1.1207,1.248743176,1.1135,0.6145,0.843991518,1.6066,0.9002,0.714672744,1.3922,0.6844,0.991534114,1.6314,0.8864,1.213687181,-,kegg:UDP-sulfoquinovose_synthase_uniprot:A0A2G4EY30_9CYAN_NAD-dependent_dehydratase_(TrEMBL)_pfam:Epimerase,Prok_bin48_NODE_1649_length_19351_cov_292.696_4,Prok_bin48
328-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7929,1.2875,1.011050344,1.5519,1.1131,1.167949677,0.8095,0.8296,0.873489201,1.2876,1.1214,0.731167138,1.1946,0.9784,1.206560612,1.3485,1.1295,1.818032265,-,kegg:protein_of_unknown_function_DUF1957_uniprot:K9VDZ8_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF1957,Prok_bin48_NODE_173_length_77546_cov_256.633_12,Prok_bin48
329-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7425,1.2817,4.670520306,1.532,1.47,4.080099106,0.8226,0.7337,2.029727459,1.4785,1.3418,5.864574432,1.3438,1.7533,8.468208313,1.1809,1.1139,19.40545082,-,kegg:NADH_dehydrogenase_uniprot:K9VFQ5_9CYAN_NADH_dehydrogenase_(TrEMBL)_pfam:DAO,Prok_bin48_NODE_173_length_77546_cov_256.633_21,Prok_bin48
330-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8579,1.5707,1.014396787,1.576,1.3883,1.345682144,1.0419,0.8684,0.756117404,1.4305,1.3871,0.619964361,1.0063,1.4639,1.22321856,1.4219,1.5504,1.689789653,-,kegg:hypothetical_protein_uniprot:K9VHN7_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF1517,Prok_bin48_NODE_173_length_77546_cov_256.633_31,Prok_bin48
